name,rating,time,age,complexity,abstract,childrens,customizable,family,party,strategy,thematic,wargames
"Eylau: Napoleon's Winter Battle, 1807",6.7,180.0,12.0,2.83,0,0,0,0,0,0,0,1
Diceland: Ogre,6.5,10.0,10.0,2.17,0,0,0,0,0,0,1,0
Rostov '41: Race to the Don,7.8,120.0,12.0,2.50,0,0,0,0,0,0,0,1
Star Smuggler,6.4,180.0,12.0,2.83,0,0,0,0,0,0,1,0
"Across Suez: The Battle of the Chinese Farm October 15, 1973",6.1,120.0,12.0,1.96,0,0,0,0,0,0,0,1
Uncle Chestnut's Table Gype,6.3,30.0,8.0,2.00,1,0,0,0,0,0,0,0
Kadesh:  Mobile Warfare in the Ancient Middle East,6.5,120.0,12.0,3.08,0,0,0,0,0,0,0,1
Strike Them a Blow: 1864 North Anna River,7.5,600.0,12.0,3.30,0,0,0,0,0,0,0,1
Brief Border Wars,7.6,60.0,12.0,2.70,0,0,0,0,0,0,0,1
Next War: Vietnam,8.6,120.0,14.0,4.00,0,0,0,0,0,0,0,1
Diam,6.1,10.0,8.0,2.18,1,0,0,0,0,0,0,0
"Inferno sugli Altipiani, 1916",7.8,180.0,12.0,3.25,0,0,0,0,0,0,0,1
Battlefront: WWII,7.3,180.0,12.0,3.63,0,0,0,0,0,0,0,1
Le Vol de l'Aigle,7.6,600.0,12.0,2.92,0,0,0,0,0,0,0,1
Darkest December: Battle of the Bulge 1944,7.5,180.0,12.0,3.78,0,0,0,0,0,0,0,1
Galactic Strike Force,5.7,60.0,13.0,3.31,0,0,0,0,0,0,1,0
The Legend of Landlock,5.8,20.0,8.0,1.24,1,0,0,0,0,0,0,0
Amphipolis,6.2,30.0,10.0,1.80,0,0,0,1,0,0,0,0
Dragon Noir 2: L'Epreuve,7.2,120.0,12.0,2.67,0,0,0,0,0,0,0,1
The Walking Dead: The Board Game,5.7,30.0,13.0,2.03,0,0,0,0,0,0,1,0
Carnival,5.7,30.0,13.0,1.52,0,0,0,1,0,0,0,0
Attangle,7.0,45.0,8.0,2.80,1,0,0,0,0,0,0,0
Jasper and Zot,6.1,30.0,7.0,1.53,0,0,0,1,0,0,0,0
Command Decision,6.5,360.0,12.0,3.55,0,0,0,0,0,0,0,1
Rok 1920,7.6,120.0,12.0,3.73,0,0,0,0,0,0,0,1
Carla Cat,5.7,15.0,5.0,1.02,0,1,0,0,0,0,0,0
Killer,6.2,360.0,12.0,2.07,0,0,0,0,1,0,0,0
Bonbons,6.0,10.0,7.0,1.14,0,1,0,0,0,0,0,0
Cornucopia,5.8,45.0,8.0,1.44,0,0,0,1,0,0,0,0
Clash of Empires: The Battle for France 1914,6.8,120.0,12.0,2.50,0,0,0,0,0,0,0,1
The Da Vinci Code Board Game: The Quest for the Truth,5.1,120.0,12.0,2.06,0,0,0,1,0,0,0,0
ZombieTown,5.3,60.0,12.0,2.17,0,0,0,0,0,0,1,0
Mix-max,4.7,20.0,5.0,1.00,0,1,0,0,0,0,0,0
SPANC: Space Pirate Amazon Ninja Catgirls,5.3,60.0,14.0,1.31,0,0,0,0,0,0,1,0
The Yeti Slalom,4.9,30.0,8.0,1.33,0,1,0,0,0,0,0,0
Hyborian Gates,3.8,90.0,12.0,3.00,0,0,1,0,0,0,0,0
Trivial Pursuit: Millennium Edition,5.3,60.0,15.0,1.54,0,0,0,1,0,0,0,0
Tactics II,5.4,120.0,12.0,2.05,0,0,0,0,0,0,0,1
Fairytale Games: The Battle Royale,3.9,30.0,13.0,3.60,0,0,0,0,0,0,1,0
Star Wars: Jedi Knights CCG,4.7,20.0,12.0,2.00,0,0,1,0,0,0,0,0
SuDoku: Das Brettspiel,4.6,45.0,6.0,1.26,1,0,0,0,0,0,0,0
Monopoly: French,4.4,90.0,8.0,2.00,0,1,0,0,0,0,0,0
Jumpin' Monkeys,5.1,20.0,5.0,1.08,0,1,0,0,0,0,0,0
Amber,5.1,30.0,10.0,1.70,0,0,0,1,0,0,0,0
The Allowance Game,4.0,30.0,6.0,1.00,0,1,0,0,0,0,0,0
Kill the Hippies,4.8,20.0,18.0,1.23,0,0,0,0,1,0,0,0
Flinch,5.2,20.0,7.0,1.14,0,0,0,1,0,0,0,0
Cat & Mouse,4.8,20.0,4.0,1.07,0,1,0,0,0,0,0,0
Dixie: The Second War Between the States,4.6,60.0,12.0,2.39,0,0,0,0,0,0,0,1
The Very Hungry Caterpillar Card Game,3.7,10.0,3.0,1.00,0,1,0,0,0,0,0,0
Clue Jr.: The Case of the Hidden Toys,4.5,30.0,5.0,1.20,0,1,0,0,0,0,0,0
Hotel Tycoon,5.5,60.0,8.0,1.42,0,0,0,1,0,0,0,0
Chez Dork,5.3,30.0,12.0,1.31,0,0,0,0,1,0,0,0
Hot Potato,4.4,10.0,4.0,1.00,0,1,0,0,0,0,0,0
The Game of Life: A Jedi's Path,5.3,60.0,9.0,1.37,0,1,0,0,0,0,0,0
Choco,4.5,25.0,3.0,1.00,0,1,0,0,0,0,0,0
Iceberg Seals,5.3,20.0,5.0,1.06,0,1,0,0,0,0,0,0
Armada,5.2,120.0,10.0,2.20,0,0,0,1,0,0,0,0
Key to the Kingdom,5.5,45.0,8.0,1.59,0,1,0,0,0,0,0,0
Gundam Zeta A.E.U.G.,6.0,360.0,12.0,3.00,0,0,0,0,0,0,0,1
Muggins!,5.7,30.0,10.0,3.50,1,0,0,0,0,0,0,0
Tokugawa Ieyasu,6.0,360.0,12.0,2.00,0,0,0,0,0,0,0,1
Genpei War: Rise and Fall,4.8,30.0,10.0,1.00,0,0,0,0,0,0,0,1
Angelina Ballerina's Dancing Game,4.8,15.0,3.0,0.00,0,1,0,0,0,0,0,0
Angelina's Dress-Up Card Game,3.0,10.0,3.0,1.00,0,1,0,0,0,0,0,0
Maisy Game,4.8,10.0,3.0,1.00,0,1,0,0,0,0,0,0
"1, 2, 3 Treasures in the Sea",6.5,10.0,3.0,0.00,0,1,0,0,0,0,0,0
Gunfight at OK Corral,7.3,5.0,8.0,0.00,0,1,0,0,0,0,0,0
Legend of the Galactic Heroes,6.6,360.0,12.0,2.00,0,0,0,0,0,0,0,1
The Highest Ground,0.0,60.0,12.0,0.00,0,0,0,0,0,0,0,1
Midway,5.5,360.0,12.0,2.00,0,0,0,0,0,0,0,1
+ 0,6.4,180.0,12.0,2.00,0,0,0,0,0,0,0,1
Hunny Pot  Picnic,3.8,10.0,3.0,1.00,0,1,0,0,0,0,0,0
Threading Caterpillar,7.5,15.0,4.0,0.00,0,1,0,0,0,0,0,0
Capharnaüm,5.4,30.0,8.0,2.00,1,0,0,0,0,0,0,0
Bonnie Blue,7.2,30.0,12.0,1.50,0,0,0,0,0,0,0,1
Blazing Jets,6.9,10.0,12.0,0.00,1,0,0,0,0,0,0,0
Ship of the Line,7.5,60.0,12.0,0.00,0,0,0,0,0,0,0,1
Zauberlehrling,5.2,10.0,4.0,1.00,0,1,0,0,0,0,0,0
Clash of the War Galleys,0.0,120.0,12.0,0.00,0,0,0,0,0,0,0,1
Rangers!,6.0,60.0,12.0,4.00,0,0,0,0,0,0,0,1
Jungle,4.5,5.0,8.0,1.00,1,0,0,0,0,0,0,0
Combat Commander 1973-1983,6.1,240.0,12.0,4.25,0,0,0,0,0,0,0,1
StarMarines,1.0,30.0,12.0,0.00,0,0,0,0,0,0,0,1
Hack & Sack New Jersey,0.0,30.0,12.0,0.00,0,0,0,0,0,0,0,1
+ 0,6.7,60.0,12.0,2.00,0,0,0,0,0,0,0,1
Dogfaces in Space,6.0,30.0,12.0,3.00,0,0,0,0,0,0,0,1
+ 0,6.3,30.0,8.0,1.00,0,1,0,0,0,0,0,0
Risky Mgax,0.0,30.0,6.0,0.00,0,0,1,0,0,0,0,0
+ 0,0.0,60.0,12.0,0.00,0,0,0,0,0,0,0,1
EasyStar,5.0,30.0,12.0,3.00,0,0,0,0,0,0,0,1
Gunfir(E),0.0,30.0,12.0,0.00,0,0,0,0,0,0,0,1
EasyShips,7.3,30.0,12.0,2.67,0,0,0,0,0,0,0,1
Samurai Wargame Rules,5.0,60.0,12.0,0.00,0,0,0,0,0,0,0,1
Montcalm & Wolfe,6.4,240.0,12.0,3.33,0,0,0,0,0,0,0,1
Challenger 2000: Ultra Modern Wargame Rules for Battle Group Level Games 1970 to 1995,6.4,240.0,12.0,4.00,0,0,0,0,0,0,0,1
+ 0,7.4,120.0,12.0,3.26,0,0,0,0,0,1,0,0
"War in the West: WWII in Western Europe, 1939-1945",6.9,360.0,14.0,3.50,0,0,0,0,0,0,0,1
Fall of Constantinople,6.1,30.0,12.0,0.00,0,0,0,0,0,0,0,1
Unispel,0.0,60.0,10.0,0.00,1,0,0,0,0,0,0,0
Eiyu Sengoku Jidai,5.0,360.0,12.0,1.00,0,0,0,0,0,0,0,1
Sekigahara fierce fight,7.5,120.0,14.0,3.00,0,0,0,0,0,0,0,1
Guess How Much I Love You Game,2.3,30.0,3.0,0.00,0,1,0,0,0,0,0,0
London Rules Wargames Section American Civil War 1863c,0.0,180.0,12.0,0.00,0,0,0,0,0,0,0,1
Robots! The Game,3.8,30.0,5.0,0.00,0,1,0,0,0,0,0,0
Hell by Starlight,6.0,120.0,12.0,0.00,0,0,0,0,0,0,0,1
Ironclads and Ether Flyers,7.3,120.0,12.0,3.00,0,0,0,0,0,0,0,1
+ 0,6.5,90.0,12.0,2.50,0,0,0,0,0,0,0,1
+ 0,6.0,360.0,12.0,3.00,0,0,0,0,0,0,0,1
Semper Fi! Uncommon Valor ATS Upgrade,7.3,120.0,12.0,3.33,0,0,0,0,0,0,0,1
ATS Blood & Iron,7.7,120.0,12.0,2.67,0,0,0,0,0,0,0,1
Micro Fleet: World War 2,5.7,240.0,12.0,2.00,0,0,0,0,0,0,0,1
Micro Sci-Fi,6.4,240.0,12.0,0.00,0,0,0,0,0,0,0,1
Connexxions,0.0,30.0,13.0,0.00,1,0,0,0,0,0,0,0
Aeon's End: War Eternal,8.4,60.0,14.0,2.92,0,0,0,0,0,1,0,0
Captain Sonar,7.6,45.0,14.0,2.15,0,0,0,0,1,0,0,0
Cosmic Encounter,7.5,60.0,12.0,2.57,0,0,0,0,0,1,0,0
Marvel Champions: The Card Game,8.2,45.0,14.0,2.81,0,0,1,0,0,0,0,0
Architects of the West Kingdom,7.8,60.0,12.0,2.78,0,0,0,0,0,1,0,0
Flying Hats,4.7,10.0,4.0,1.0,0,1,0,0,0,0,0,0
Maracaibo,8.3,30.0,12.0,3.88,0,0,0,0,0,1,0,0
Pandemic Legacy: Season 1,8.6,60.0,13.0,2.84,0,0,0,0,0,1,0,0
Pandemic Legacy: Season 2,8.1,60.0,14.0,3.25,0,0,0,0,0,0,1,0
Chronicles of Crime,7.8,60.0,14.0,2.1,0,0,0,0,0,0,1,0
Descent: Journeys in the Dark (Second Edition),7.7,120.0,14.0,3.2,0,0,0,0,0,0,1,0
Galaxy Trucker,7.4,60.0,10.0,2.33,0,0,0,0,0,0,1,0
Just One,7.6,20.0,8.0,1.06,0,0,0,0,1,0,0,0
Shogun,7.5,90.0,12.0,3.37,0,0,0,0,0,1,0,0
Codenames,7.6,15.0,14.0,1.29,0,0,0,0,1,0,0,0
The Isle of Cats,8.0,60.0,8.0,2.33,0,0,0,1,0,0,0,0
Too Many Bones,8.4,60.0,12.0,3.85,0,0,0,0,0,1,0,0
It's a Wonderful World,7.9,30.0,14.0,2.28,0,0,0,0,0,1,0,0
Memoir '44,7.6,30.0,8.0,2.27,0,0,0,0,0,0,0,1
Star Wars: Imperial Assault,8.0,60.0,14.0,3.31,0,0,0,0,0,0,1,0
We Were Brothers,7.6,120.0,15.0,3.36,0,0,0,0,0,0,0,1
Le Havre,7.9,30.0,12.0,3.74,0,0,0,0,0,1,0,0
Caverna: The Cave Farmers,8.0,30.0,12.0,3.79,0,0,0,0,0,1,0,0
7,5.0,120.0,15.0,3.11,0,0,0,0,0,0,1,0
Tigris & Euphrates,7.7,90.0,12.0,3.51,0,0,0,0,0,1,0,0
Detective: A Modern Crime Board Game,7.9,120.0,16.0,2.72,0,0,0,0,0,0,1,0
Flink,8.0,20.0,10.0,2.0,1,0,0,0,0,0,0,0
Food Chain Magnate,8.1,120.0,14.0,4.2,0,0,0,0,0,1,0,0
Teotihuacan: City of Gods,8.0,90.0,14.0,3.77,0,0,0,0,0,1,0,0
Nemesis,8.4,90.0,12.0,3.34,0,0,0,0,0,0,1,0
Yokohama,7.9,90.0,14.0,3.28,0,0,0,0,0,1,0,0
Rising Sun,7.9,90.0,14.0,3.27,0,0,0,0,0,1,0,0
Trickerion: Legends of Illusion,7.9,60.0,14.0,4.21,0,0,0,0,0,1,0,0
Power Grid,7.9,120.0,12.0,3.27,0,0,0,0,0,1,0,0
An Attrition of Souls,7.8,30.0,14.0,2.5,0,0,0,0,0,0,0,1
Village,7.5,60.0,12.0,3.07,0,0,0,0,0,1,0,0
Endeavor: Age of Sail,8.0,60.0,13.0,2.8,0,0,0,0,0,1,0,0
Champions of Midgard,7.8,60.0,10.0,2.59,0,0,0,0,0,1,0,0
Zingo!,5.3,5.0,4.0,1.03,0,1,0,0,0,0,0,0
Clank! Legacy: Acquisitions Incorporated,8.8,90.0,13.0,2.68,0,0,0,0,0,0,1,0
The Crew: The Quest for Planet Nine,8.0,20.0,10.0,2.0,0,0,0,1,0,0,0,0
Raiders of the North Sea,7.8,60.0,12.0,2.53,0,0,0,0,0,1,0,0
I Am Vlad: Prince of Wallachia,4.7,120.0,13.0,2.92,0,0,0,0,0,0,1,0
Underwater Cities,8.1,80.0,12.0,3.6,0,0,0,0,0,1,0,0
Res Arcana,7.8,20.0,12.0,2.58,0,0,0,0,0,1,0,0
Targi,7.6,60.0,12.0,2.36,0,0,0,0,0,1,0,0
Codenames: Duet,7.6,15.0,11.0,1.34,0,0,0,1,0,0,0,0
Magic: The Gathering,7.5,20.0,13.0,3.22,0,0,1,0,0,0,0,0
Carcassonne,7.4,30.0,7.0,1.91,0,0,0,1,0,0,0,0
Terraforming Mars,8.4,120.0,12.0,3.24,0,0,0,0,0,1,0,0
Gloomhaven,8.8,60.0,14.0,3.86,0,0,0,0,0,1,0,0
Istanbul,7.6,40.0,10.0,2.58,0,0,0,0,0,1,0,0
Mechs vs. Minions,8.0,60.0,14.0,2.42,0,0,0,0,0,1,0,0
Frantic Frankfurt,5.0,10.0,8.0,1.22,0,0,0,1,0,0,0,0
Taiheiki,8.2,120.0,12.0,1.8,0,0,0,0,0,0,0,1
Autokrator,6.3,90.0,12.0,2.46,0,0,0,0,0,1,0,0
Hydra!: The Ultimate Starcruiser?,0.0,60.0,12.0,3.0,0,0,0,0,0,0,0,1
Xia: Legends of a Drift System,7.9,60.0,12.0,3.17,0,0,0,0,0,1,0,0
Puerto Rico,8.0,90.0,12.0,3.28,0,0,0,0,0,1,0,0
The Castles of Burgundy,8.1,30.0,12.0,3.0,0,0,0,0,0,1,0,0
Legendary Encounters: An Alien Deck Building Game,7.8,30.0,17.0,2.71,0,0,0,0,0,0,1,0
Arcadia Quest,7.7,60.0,13.0,2.53,0,0,0,0,0,0,1,0
La Granja,7.7,90.0,12.0,3.59,0,0,0,0,0,1,0,0
Eclipse,7.9,60.0,14.0,3.7,0,0,0,0,0,1,0,0
Paths of Glory,8.1,480.0,14.0,3.84,0,0,0,0,0,0,0,1
+ 0,8.0,30.0,12.0,4.0,0,0,0,0,0,0,0,1
Crokinole,7.9,30.0,8.0,1.26,0,0,0,1,0,0,0,0
Santorini,7.5,20.0,8.0,1.73,1,0,0,0,0,0,0,0
Go,7.6,30.0,8.0,4.0,1,0,0,0,0,0,0,0
Days of Decision,6.3,360.0,12.0,3.79,0,0,0,0,0,0,0,1
Vinhos Deluxe Edition,8.2,60.0,14.0,4.05,0,0,0,0,0,1,0,0
Spirit Island,8.4,90.0,13.0,4.01,0,0,0,0,0,1,0,0
Star Wars: Rebellion,8.4,180.0,14.0,3.71,0,0,0,0,0,0,1,0
Trajan,7.8,60.0,12.0,3.65,0,0,0,0,0,1,0,0
Crossfire,5.3,10.0,7.0,1.13,0,1,0,0,0,0,0,0
Clocktowers,5.7,20.0,8.0,1.39,0,0,0,1,0,0,0,0
Suburbia,7.5,60.0,8.0,2.77,0,0,0,0,0,1,0,0
Century: Golem Edition,7.7,30.0,8.0,1.66,0,0,0,1,0,0,0,0
Terra Mystica,8.1,60.0,12.0,3.96,0,0,0,0,0,1,0,0
Azul: Summer Pavilion,7.8,30.0,8.0,2.04,1,0,0,0,0,0,0,0
YINSH,7.7,30.0,9.0,2.7,1,0,0,0,0,0,0,0
The Resistance: Avalon,7.6,30.0,13.0,1.77,0,0,0,0,1,0,0,0
Great Western Trail,8.3,75.0,12.0,3.71,0,0,0,0,0,1,0,0
7 Wonders Duel,8.1,30.0,10.0,2.22,0,0,0,0,0,1,0,0
Great War at Sea: U.S. Navy Plan Black,6.7,120.0,12.0,2.4,0,0,0,0,0,0,0,1
Armada: The War With Spain 1585-1604,5.0,480.0,12.0,3.0,0,0,0,0,0,0,0,1
That's Pretty Clever!,7.6,30.0,8.0,1.89,0,0,0,1,0,0,0,0
Mr. Bucket,3.5,10.0,4.0,1.0,0,1,0,0,0,0,0,0
Mythfire,5.0,30.0,9.0,3.0,0,0,0,0,0,0,0,1
Yom Kippur,7.0,120.0,12.0,3.4,0,0,0,0,0,0,0,1
Trivial Pursuit: Junior,4.9,60.0,8.0,1.2,0,1,0,0,0,0,0,0
Viticulture,7.6,90.0,13.0,2.93,0,0,0,0,0,1,0,0
Power,6.0,30.0,10.0,2.63,1,0,0,0,0,0,0,0
Star Realms: Colony Wars,7.9,20.0,12.0,1.9,0,0,0,0,0,1,0,0
Legendary: A Marvel Deck Building Game,7.6,30.0,14.0,2.44,0,0,0,0,0,0,1,0
Nations,7.6,40.0,14.0,3.54,0,0,0,0,0,1,0,0
Malefiz,5.4,60.0,8.0,1.2,0,0,0,1,0,0,0,0
Brass: Lancashire,8.2,60.0,14.0,3.86,0,0,0,0,0,1,0,0
Five Little Monkeys Jumping on the Bed,4.2,10.0,3.0,1.38,0,1,0,0,0,0,0,0
Tichu,7.6,60.0,10.0,2.34,0,0,0,0,0,1,0,0
Mansions of Madness: Second Edition,8.1,120.0,14.0,2.68,0,0,0,0,0,0,1,0
Tank on Tank: West Front,7.3,20.0,10.0,1.71,0,0,0,0,0,0,0,1
"Win, Lose, or Banana",5.4,1.0,4.0,1.07,0,0,0,0,1,0,0,0
The Voyages of Marco Polo,7.9,40.0,12.0,3.18,0,0,0,0,0,1,0,0
Napoleon at Chattanooga,5.9,120.0,12.0,0.0,0,0,0,0,0,0,0,1
Simply Ingenious,5.3,20.0,7.0,1.17,0,0,0,1,0,0,0,0
+ 0,7.0,120.0,12.0,5.0,0,0,0,0,0,0,0,1
Pandemic: Iberia,7.9,45.0,8.0,2.57,0,0,0,0,0,1,0,0
+ 0,6.3,480.0,12.0,3.0,0,0,0,0,0,0,0,1
Curse of the Idol,5.3,60.0,8.0,1.22,0,1,0,0,0,0,0,0
Lords of Waterdeep,7.8,60.0,12.0,2.46,0,0,0,0,0,1,0,0
The Lord of the Rings: The Card Game,7.6,30.0,13.0,3.18,0,0,1,0,0,0,0,0
My First Brain Quest Preschool Animal Matching,6.0,10.0,2.0,1.0,0,1,0,0,0,0,0,0
Quao,5.0,60.0,12.0,1.1,0,0,0,0,1,0,0,0
Global Pursuit,5.2,60.0,10.0,1.84,0,0,0,1,0,0,0,0
Dinosaur Island,7.7,90.0,8.0,3.04,0,0,0,0,0,1,0,0
Dr. Seuss Green Eggs and Ham Game,4.1,30.0,4.0,1.13,0,1,0,0,0,0,0,0
Lost Ruins of Arnak,8.2,30.0,12.0,2.75,0,0,0,1,0,0,0,0
Azul,7.8,30.0,8.0,1.76,1,0,0,0,0,0,0,0
Chaos in the Old World,7.7,60.0,13.0,3.19,0,0,0,0,0,1,0,0
Twilight Imperium: Fourth Edition,8.7,240.0,14.0,4.23,0,0,0,0,0,1,0,0
Keyflower,7.8,90.0,12.0,3.35,0,0,0,0,0,1,0,0
Goa,7.6,90.0,12.0,3.38,0,0,0,0,0,1,0,0
Ora et Labora,7.7,60.0,13.0,3.9,0,0,0,0,0,1,0,0
Twilight Struggle,8.3,120.0,13.0,3.59,0,0,0,0,0,1,0,0
Hansa Teutonica,7.7,45.0,12.0,3.12,0,0,0,0,0,1,0,0
Decrypto,7.8,15.0,12.0,1.82,0,0,0,0,1,0,0,0
Alchemists,7.7,120.0,13.0,3.9,0,0,0,0,0,1,0,0
Cartographers,7.8,30.0,10.0,1.91,0,0,0,1,0,0,0,0
Cir*Kis,5.3,15.0,8.0,1.67,1,0,0,0,0,0,0,0
S.A.B.O.T.,0.0,30.0,12.0,0.0,0,0,0,0,0,0,0,1
Concordia,8.1,100.0,13.0,3.02,0,0,0,0,0,1,0,0
Forbidden Stars,8.0,120.0,14.0,3.83,0,0,0,0,0,1,0,0
Dominion: Intrigue,7.7,30.0,13.0,2.42,0,0,0,0,0,1,0,0
Orléans,8.1,90.0,12.0,3.05,0,0,0,0,0,1,0,0
Sekigahara: The Unification of Japan,8.0,180.0,14.0,2.78,0,0,0,0,0,0,0,1
Twilight Imperium: Third Edition,7.8,180.0,14.0,4.25,0,0,0,0,0,1,0,0
Clank! In! Space!: A Deck-Building Adventure,7.9,45.0,12.0,2.53,0,0,0,0,0,1,0,0
Continuo,5.3,20.0,4.0,1.41,1,0,0,0,0,0,0,0
Ra,7.5,45.0,12.0,2.35,0,0,0,0,0,1,0,0
Alaska,5.8,60.0,12.0,1.44,0,0,0,1,0,0,0,0
Redneck Life,5.4,60.0,13.0,1.43,0,0,0,0,1,0,0,0
Tyrants of the Underdark,7.9,60.0,14.0,2.57,0,0,0,0,0,1,0,0
Galaxy's Edge,6.1,60.0,10.0,2.39,0,0,0,0,0,1,0,0
Check Your 6! Jet Age,8.0,120.0,12.0,3.11,0,0,0,0,0,0,0,1
Wingspan,8.1,40.0,10.0,2.42,0,0,0,1,0,0,0,0
Gators!,6.8,30.0,12.0,4.5,0,0,0,0,0,0,0,1
Patchwork,7.7,15.0,8.0,1.63,1,0,0,0,0,0,0,0
Kemet,7.7,90.0,13.0,3.0,0,0,0,0,0,1,0,0
Secret Hitler,7.6,45.0,13.0,1.69,0,0,0,0,1,0,0,0
Mombasa,7.9,75.0,12.0,3.9,0,0,0,0,0,1,0,0
Paladins of the West Kingdom,8.1,90.0,12.0,3.67,0,0,0,0,0,1,0,0
7 Wonders,7.7,30.0,10.0,2.33,0,0,0,1,0,0,0,0
Chef Alfredo,6.0,15.0,5.0,1.0,0,1,0,0,0,0,0,0
Anachrony,8.1,30.0,15.0,4.0,0,0,0,0,0,1,0,0
Orbital Battle,0.0,30.0,12.0,0.0,0,0,0,0,0,0,0,1
Oosterbeek Perimeter,8.3,300.0,12.0,3.25,0,0,0,0,0,0,0,1
Gloomhaven: Jaws of the Lion,8.8,30.0,14.0,3.56,0,0,0,0,0,1,0,0
Combined Arms: Combat Operations in the 20th Century,4.5,120.0,12.0,2.64,0,0,0,0,0,0,0,1
Dominoes,5.5,30.0,5.0,1.38,1,0,0,0,0,0,0,0
Das Kleine Gespenst,6.0,15.0,5.0,1.2,0,1,0,0,0,0,0,0
Agricola,7.9,30.0,12.0,3.64,0,0,0,0,0,1,0,0
A Game of Thrones: The Board Game (Second Edition),7.6,120.0,14.0,3.72,0,0,0,0,0,1,0,0
+ 2,7.5,30.0,12.0,0.0,0,0,0,0,0,0,0,1
A Bridge Too Far: Operation Market Garden,7.0,90.0,12.0,2.11,0,0,0,0,0,0,0,1
El Grande,7.8,60.0,12.0,3.05,0,0,0,0,0,1,0,0
Cranium Cadoo,5.3,45.0,7.0,1.2,0,1,0,0,0,0,0,0
Gekitsui oh,5.0,360.0,12.0,4.0,0,0,0,0,0,0,0,1
Everdell,8.1,40.0,13.0,2.81,0,0,0,1,0,0,0,0
Axis Threat,0.0,360.0,12.0,0.0,0,0,0,0,0,0,0,1
Wabbit Wampage,6.0,120.0,12.0,2.0,0,0,0,0,0,0,1,0
We Didn't Playtest This At All,5.5,1.0,12.0,1.09,0,0,0,0,1,0,0,0
A Feast for Odin,8.2,30.0,12.0,3.84,0,0,0,0,0,1,0,0
Age of Steam,7.8,120.0,13.0,3.9,0,0,0,0,0,1,0,0
1800: Colorado,6.2,90.0,16.0,3.57,0,0,0,0,0,1,0,0
Dune: Imperium,8.4,60.0,14.0,2.9,0,0,0,0,0,1,0,0
Zombicide: Black Plague,7.7,60.0,14.0,2.51,0,0,0,0,0,0,1,0
Scythe,8.2,90.0,14.0,3.41,0,0,0,0,0,1,0,0
Lisboa,8.2,60.0,12.0,4.55,0,0,0,0,0,1,0,0
"The Punic Wars: Rome vs Carthage, 264-146 B.C.",6.1,60.0,12.0,2.48,0,0,0,0,0,0,0,1
Railways of the World,7.7,120.0,10.0,3.02,0,0,0,0,0,1,0,0
Domain,6.1,15.0,8.0,1.78,1,0,0,0,0,0,0,0
Clank!: A Deck-Building Adventure,7.8,30.0,12.0,2.21,0,0,0,1,0,0,0,0
Gauss,7.0,15.0,10.0,1.75,1,0,0,0,0,0,0,0
Turn The Terrible Tank,6.3,5.0,6.0,1.0,0,1,0,0,0,0,0,0
Through the Ages: A Story of Civilization,7.9,120.0,12.0,4.17,0,0,0,0,0,1,0,0
Romance of the Three Kingdoms,5.6,360.0,12.0,2.0,0,0,0,0,0,0,0,1
The Princes of Florence,7.5,75.0,12.0,3.25,0,0,0,0,0,1,0,0
Caylus,7.8,60.0,12.0,3.8,0,0,0,0,0,1,0,0
On Mars,8.3,90.0,14.0,4.64,0,0,0,0,0,1,0,0
Five Tribes,7.8,40.0,13.0,2.86,0,0,0,0,0,1,0,0
Near and Far,7.8,90.0,13.0,2.83,0,0,0,0,0,0,1,0
Tinian: The Forgotten Battle,8.2,120.0,14.0,3.6,0,0,0,0,0,0,0,1
The Last Straw,5.0,15.0,5.0,1.0,0,1,0,0,0,0,0,0
War of the Ring,7.8,120.0,12.0,3.85,0,0,0,0,0,0,1,0
Lorenzo il Magnifico,7.9,60.0,12.0,3.27,0,0,0,0,0,1,0,0
Ticket to Ride: Nordic Countries,7.6,30.0,8.0,1.98,0,0,0,1,0,0,0,0
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,7.7,60.0,13.0,2.68,0,0,0,0,0,0,1,0
Castles of Mad King Ludwig,7.6,90.0,13.0,2.66,0,0,0,0,0,1,0,0
World War 3: 1976-1984,5.0,360.0,12.0,3.27,0,0,0,0,0,0,0,1
Welcome To...,7.6,25.0,10.0,1.82,0,0,0,1,0,0,0,0
Tenjo,5.0,360.0,12.0,3.69,0,0,0,0,0,0,0,1
Elixir,6.0,60.0,6.0,1.41,0,0,0,1,0,0,0,0
Rajas of the Ganges,7.7,45.0,12.0,2.87,0,0,0,0,0,1,0,0
T.I.M.E Stories,7.5,90.0,12.0,2.61,0,0,0,0,0,0,1,0
Kanban: Driver's Edition,7.8,90.0,12.0,4.35,0,0,0,0,0,1,0,0
Troyes,7.8,90.0,12.0,3.46,0,0,0,0,0,1,0,0
The Quacks of Quedlinburg,7.8,45.0,10.0,1.94,0,0,0,1,0,0,0,0
Battlestar Galactica: The Board Game,7.7,120.0,14.0,3.24,0,0,0,0,0,0,1,0
Curli Kuller,6.6,20.0,5.0,1.0,0,1,0,0,0,0,0,0
Karo,6.6,20.0,8.0,2.0,1,0,0,0,0,0,0,0
Helios,8.0,60.0,10.0,0.0,1,0,0,0,0,0,0,0
Clans of Caledonia,8.0,30.0,12.0,3.46,0,0,0,0,0,1,0,0
Horrified,7.8,60.0,10.0,2.05,0,0,0,0,0,0,1,0
Coimbra,7.7,60.0,14.0,3.28,0,0,0,0,0,1,0,0
Aeon's End,8.0,60.0,14.0,2.78,0,0,0,0,0,1,0,0
